PipeAge,PipeDiameter,PipeLength,PipeBreakage,PipeWallLos,ExpectedPipeAge,Material_CI,Material_Concrete,Material_Ductile Iron,Material_PVC,Material_Polyethene,Material_Steel,PipeRUL
91,749,3633.250578,11.42265419,7,109,0,0,0,0,0,1,31
121,2941,4544.289518,869.9229518,21,79,1,0,0,0,0,0,20
65,280,5080.967767,924.4620216,36,135,1,0,0,0,0,0,10
33,3177,4968.454737,986.3065156,38,167,1,0,0,0,0,0,24
84,2513,623.2694156,375.9882484,6,116,0,0,0,0,0,1,33
139,1898,2165.97057,676.5746968,33,61,1,0,0,0,0,0,13
137,2359,5456.253098,903.1505906,11,63,0,1,0,0,0,0,8
92,3531,3562.567702,251.3376253,42,108,1,0,0,0,0,0,16
15,1680,2429.411921,957.4634817,11,185,0,1,0,0,0,0,34
70,1033,1652.401004,291.4304137,30,130,1,0,0,0,0,0,25
51,2502,458.1305754,1017.869837,17,149,0,0,0,0,0,0,26
139,751,4753.062406,918.117345,17,61,0,0,0,0,0,0,23
99,3551,6176.656966,9.68215922,4,101,0,0,1,0,0,0,24
82,3133,126.4997738,735.9212078,21,118,1,0,0,0,0,0,31
78,297,3880.309545,964.6520409,1,122,0,0,0,0,1,0,15
50,2618,5058.086135,899.3179967,35,150,1,0,0,0,0,0,9
35,508,3177.510877,859.5493306,9,165,0,0,0,1,0,0,43
72,197,5778.340159,454.3336594,21,128,1,0,0,0,0,0,12
101,2989,422.0569783,534.7941142,39,99,1,0,0,0,0,0,31
14,2043,4508.553994,599.8590542,25,186,1,0,0,0,0,0,33
137,2841,5590.931159,510.3616323,28,63,1,0,0,0,0,0,10
12,2017,4023.954078,613.2235903,28,188,1,0,0,0,0,0,31
14,1768,2794.51016,748.493964,7,186,0,0,0,0,0,1,9
118,2416,748.2973339,782.4340302,3,82,0,0,0,0,1,0,23
83,84,5626.150591,716.2349396,1,117,0,0,0,0,1,0,17
21,1503,2637.276104,66.38735634,5,179,0,0,1,0,0,0,25
146,229,2684.125958,1036.811333,19,54,0,0,0,0,0,0,30
144,413,4573.826205,926.5642654,32,56,1,0,0,0,0,0,7
6,554,894.3274708,1024.329482,30,194,1,0,0,0,0,0,6
116,1493,4295.85473,651.2344819,41,84,1,0,0,0,0,0,3
150,2290,3053.94922,135.281448,21,50,1,0,0,0,0,0,37
65,1898,415.7164063,249.8678738,28,135,1,0,0,0,0,0,6
7,2574,4881.772262,295.3609269,36,193,1,0,0,0,0,0,35
123,1099,5619.621369,352.0925988,7,77,0,0,0,0,0,1,9
67,655,2253.856006,955.5479305,10,133,0,0,0,1,0,0,3
123,276,948.5498643,691.7950902,25,77,1,0,0,0,0,0,41
56,1204,2901.698554,482.1667201,41,144,1,0,0,0,0,0,44
79,3843,5022.839072,105.5101117,5,121,0,0,1,0,0,0,17
18,1802,4571.227334,448.4500709,30,182,1,0,0,0,0,0,17
37,1705,331.753848,1017.836647,3,163,0,0,0,0,1,0,22
70,2421,1999.297839,366.3075512,11,130,0,1,0,0,0,0,32
48,834,1253.840067,1015.202498,41,152,1,0,0,0,0,0,13
97,3185,980.9977996,753.1253647,8,103,0,0,0,0,0,1,28
129,3340,5810.044375,528.0284305,26,71,1,0,0,0,0,0,26
69,2728,5947.213317,142.6269782,23,131,1,0,0,0,0,0,24
21,2196,5686.042842,950.0421903,21,179,1,0,0,0,0,0,28
19,3445,1517.730812,56.23388137,3,181,0,0,0,0,1,0,33
75,929,1122.502251,327.1635702,3,125,0,0,0,0,1,0,17
108,1267,2861.524809,501.3117212,41,92,1,0,0,0,0,0,1
21,1450,3782.817303,216.3763829,30,179,1,0,0,0,0,0,43
21,370,2642.41419,837.0076619,37,179,1,0,0,0,0,0,31
17,3392,3502.807504,943.5560408,20,183,0,0,0,0,0,0,41
40,1813,1987.715594,887.6903046,18,160,0,0,0,0,0,0,40
137,3631,4276.017441,259.3221,15,63,0,1,0,0,0,0,3
114,405,4097.790644,151.148224,42,86,1,0,0,0,0,0,41
28,2648,3273.175061,804.6796965,11,172,0,1,0,0,0,0,13
25,3057,1154.300475,127.7985432,41,175,1,0,0,0,0,0,33
31,3367,5708.595458,681.3448583,5,169,0,0,1,0,0,0,33
1,1116,187.2012559,1068.900646,40,199,1,0,0,0,0,0,4
87,857,5965.953404,550.5042217,16,113,0,0,0,0,0,0,31
114,2626,3956.490689,135.7365424,14,86,0,1,0,0,0,0,39
126,1386,3358.606718,497.2279387,9,74,0,0,0,1,0,0,16
70,594,3826.10865,109.6732066,33,130,1,0,0,0,0,0,12
113,232,2920.659281,648.3687525,28,87,1,0,0,0,0,0,15
132,2670,989.897864,147.9464668,28,68,1,0,0,0,0,0,12
126,2116,5806.123341,871.3481292,10,74,0,0,0,1,0,0,20
108,1226,132.0601007,790.3662436,16,92,0,0,0,0,0,0,41
120,2009,839.8952966,810.302271,22,80,1,0,0,0,0,0,10
64,1375,4112.447436,754.0139788,6,136,0,0,0,0,0,1,35
97,397,5812.008637,990.3496889,18,103,0,0,0,0,0,0,27
57,1107,330.5621851,988.8766427,38,143,1,0,0,0,0,0,16
60,3124,1858.139183,995.4842285,12,140,0,1,0,0,0,0,10
33,1894,5135.598386,928.1616423,30,167,1,0,0,0,0,0,26
57,3471,1752.484439,774.9330663,44,143,1,0,0,0,0,0,21
150,2877,884.5120379,528.5654996,25,50,1,0,0,0,0,0,4
136,3483,3459.360735,984.374736,29,64,1,0,0,0,0,0,24
127,2513,2292.432961,766.4928873,1,73,0,0,0,0,1,0,16
150,1276,2439.531498,436.5677532,9,50,0,0,0,1,0,0,13
53,2920,1658.943142,265.1602543,30,147,1,0,0,0,0,0,9
25,2635,3408.656887,860.776706,20,175,0,0,0,0,0,0,14
138,1411,6463.0232,674.6220521,44,62,1,0,0,0,0,0,2
60,2167,2671.855543,660.7063392,37,140,1,0,0,0,0,0,32
86,1866,4445.006462,796.0799038,40,114,1,0,0,0,0,0,18
145,1093,2754.404902,944.7056818,6,55,0,0,0,0,0,1,17
27,3766,1142.134067,478.4741406,17,173,0,0,0,0,0,0,16
24,2106,3395.826088,321.44051,34,176,1,0,0,0,0,0,25
146,1188,1243.648508,117.4934581,28,54,1,0,0,0,0,0,32
60,838,5381.545027,901.3795969,36,140,1,0,0,0,0,0,1
116,1397,2210.221745,981.1026306,32,84,1,0,0,0,0,0,14
75,1013,4166.209796,982.6779298,20,125,0,0,0,0,0,0,35
78,1526,19.05860251,842.1701022,11,122,0,1,0,0,0,0,28
132,347,2803.737719,182.7683641,4,68,0,0,1,0,0,0,31
77,3499,6015.23904,498.2114464,27,123,1,0,0,0,0,0,40
38,197,6117.651085,315.6281581,28,162,1,0,0,0,0,0,15
13,2169,4871.069741,259.2167545,25,187,1,0,0,0,0,0,25
44,3208,1871.66059,201.2258937,4,156,0,0,1,0,0,0,15
149,3042,6495.375081,873.4921302,38,51,1,0,0,0,0,0,23
106,982,3200.622817,156.1590158,17,94,0,0,0,0,0,0,18
50,2624,2150.707845,834.3037024,35,150,1,0,0,0,0,0,38
46,408,3054.69572,91.75034998,9,154,0,0,0,1,0,0,29
134,1951,6241.128272,423.6218233,44,66,1,0,0,0,0,0,44
115,3790,4390.147178,281.5390278,37,85,1,0,0,0,0,0,36
17,1474,337.5405145,537.4569595,43,183,1,0,0,0,0,0,32
38,2056,5634.290346,422.2041241,37,162,1,0,0,0,0,0,2
49,3311,3763.680236,929.2624543,11,151,0,1,0,0,0,0,10
99,3791,6454.084134,839.317648,8,101,0,0,0,0,0,1,18
83,2597,3774.177287,839.3434007,6,117,0,0,0,0,0,1,28
114,3439,5427.060438,371.3671168,12,86,0,1,0,0,0,0,30
139,3503,1881.057445,482.3270782,22,61,1,0,0,0,0,0,25
16,455,5267.757102,262.8147332,13,184,0,1,0,0,0,0,37
73,466,4771.770211,480.2905269,40,127,1,0,0,0,0,0,35
63,1806,2274.217012,254.1971169,6,137,0,0,0,0,0,1,13
100,2011,2996.453007,513.1538962,3,100,0,0,0,0,1,0,40
145,1539,1179.174551,738.4781455,42,55,1,0,0,0,0,0,16
97,239,5305.051535,33.19489044,42,103,1,0,0,0,0,0,41
132,3582,1205.872383,999.4278003,23,68,1,0,0,0,0,0,38
123,747,1003.932328,588.456785,10,77,0,0,0,1,0,0,25
85,2634,2698.962605,397.2522515,43,115,1,0,0,0,0,0,3
69,124,6307.457696,875.2986324,39,131,1,0,0,0,0,0,20
125,2010,821.7785583,960.2467261,39,75,1,0,0,0,0,0,14
124,1041,256.4088655,873.8846374,18,76,0,0,0,0,0,0,36
55,3200,3341.955663,898.5946569,14,145,0,1,0,0,0,0,3
75,2826,5096.198826,672.7249578,6,125,0,0,0,0,0,1,43
94,492,4263.433477,951.5898619,20,106,0,0,0,0,0,0,14
30,1151,4508.993976,797.7087659,22,170,1,0,0,0,0,0,18
71,344,244.6684946,4.896250724,18,129,0,0,0,0,0,0,36
122,1333,1116.877044,597.796189,16,78,0,0,0,0,0,0,37
136,2725,813.9169568,74.23756389,19,64,0,0,0,0,0,0,41
130,977,2565.58979,714.7464172,21,70,1,0,0,0,0,0,1
13,2822,6428.750976,226.3231576,25,187,1,0,0,0,0,0,26
84,850,6215.566861,159.176256,37,116,1,0,0,0,0,0,27
142,3764,3719.636199,385.7481904,36,58,1,0,0,0,0,0,3
32,2883,5361.963463,575.3999517,2,168,0,0,0,0,1,0,40
105,743,3155.336866,997.7680592,12,95,0,1,0,0,0,0,12
124,390,6120.272346,568.9290319,37,76,1,0,0,0,0,0,5
106,2414,3365.45701,1063.729763,7,94,0,0,0,0,0,1,41
59,380,2852.376748,543.6450398,22,141,1,0,0,0,0,0,10
85,1264,2054.117809,141.3527392,38,115,1,0,0,0,0,0,42
61,3290,656.7031181,358.7812893,27,139,1,0,0,0,0,0,15
44,3050,2171.428959,1052.225472,12,156,0,1,0,0,0,0,12
7,1493,4594.391813,476.2197024,32,193,1,0,0,0,0,0,26
83,2673,5806.618239,63.78895611,32,117,1,0,0,0,0,0,36
78,895,6047.405589,523.4078863,7,122,0,0,0,0,0,1,20
31,3022,915.1935784,1067.646218,42,169,1,0,0,0,0,0,34
23,1322,2922.173625,255.7895852,39,177,1,0,0,0,0,0,27
25,1861,10.59670376,292.4812874,30,175,1,0,0,0,0,0,32
143,99,5676.165213,849.1910691,12,57,0,1,0,0,0,0,22
20,443,4113.660718,984.6096318,8,180,0,0,0,0,0,1,27
21,3761,4166.191506,612.6336955,2,179,0,0,0,0,1,0,29
35,403,5043.809164,448.24501,6,165,0,0,0,0,0,1,12
97,3538,3991.175142,355.5670752,16,103,0,0,0,0,0,0,30
146,1577,1429.508596,1094.250189,30,54,1,0,0,0,0,0,6
95,3583,4561.546455,177.3063077,34,105,1,0,0,0,0,0,19
23,2040,5516.767714,401.6992805,32,177,1,0,0,0,0,0,38
10,2238,66.01681091,1086.618096,12,190,0,1,0,0,0,0,37
47,3162,946.3928067,145.007378,8,153,0,0,0,0,0,1,32
1,868,2746.936225,414.5377001,7,199,0,0,0,0,0,1,15
7,298,5508.591276,146.3854898,39,193,1,0,0,0,0,0,17
41,3820,5407.881101,1083.637266,12,159,0,1,0,0,0,0,20
51,1528,2468.431267,416.66432,13,149,0,1,0,0,0,0,5
140,828,1221.488284,20.13392523,18,60,0,0,0,0,0,0,14
65,219,5753.21475,758.1519052,19,135,0,0,0,0,0,0,41
109,69,7.337961187,702.8418573,34,91,1,0,0,0,0,0,9
16,2624,6257.479951,1014.421786,32,184,1,0,0,0,0,0,19
78,2956,190.9102645,656.1820505,42,122,1,0,0,0,0,0,15
84,2082,2524.361223,439.234355,25,116,1,0,0,0,0,0,24
72,3789,2736.60854,123.7099736,22,128,1,0,0,0,0,0,24
96,2923,4970.922504,436.1567407,26,104,1,0,0,0,0,0,5
76,2240,5790.400603,623.7539017,7,124,0,0,0,0,0,1,38
45,744,4870.834848,640.5389231,35,155,1,0,0,0,0,0,23
152,2992,3798.975532,220.7071187,20,48,0,0,0,0,0,0,22
129,2136,1917.880958,623.7942985,30,71,1,0,0,0,0,0,28
3,2228,4113.417275,461.135854,30,197,1,0,0,0,0,0,32
25,3212,2237.52566,1093.4236,43,175,1,0,0,0,0,0,13
131,1633,1214.671808,522.1102627,17,69,0,0,0,0,0,0,6
3,3039,1466.778069,357.8772085,33,197,1,0,0,0,0,0,18
63,1273,1223.560439,58.56762015,24,137,1,0,0,0,0,0,42
63,196,1215.495755,643.8848198,35,137,1,0,0,0,0,0,38
97,2347,784.3198136,346.5790808,14,103,0,1,0,0,0,0,28
132,3704,771.3245227,350.280196,5,68,0,0,1,0,0,0,16
139,2049,356.5429837,877.9426958,23,61,1,0,0,0,0,0,15
14,203,3950.768614,279.5851862,43,186,1,0,0,0,0,0,3
51,2482,6379.2011,514.024608,27,149,1,0,0,0,0,0,39
15,970,5376.307222,419.1142137,14,185,0,1,0,0,0,0,4
8,156,1825.356264,116.6237726,6,192,0,0,0,0,0,1,40
38,1797,1854.683012,948.1442137,23,162,1,0,0,0,0,0,15
85,2024,779.4844313,294.7162513,39,115,1,0,0,0,0,0,37
40,1905,2301.415043,331.8772542,6,160,0,0,0,0,0,1,40
42,1581,371.6957672,740.3407433,25,158,1,0,0,0,0,0,22
124,2498,389.0067194,305.9110521,10,76,0,0,0,1,0,0,24
119,2583,1964.489745,5.238044277,44,81,1,0,0,0,0,0,36
137,3253,2165.339249,747.6562011,41,63,1,0,0,0,0,0,32
104,2961,2230.465799,129.5830228,27,96,1,0,0,0,0,0,30
43,3022,3693.848718,1021.958041,17,157,0,0,0,0,0,0,1
124,338,2292.147963,583.525948,16,76,0,0,0,0,0,0,26
79,286,5804.178827,130.0066595,20,121,0,0,0,0,0,0,32
69,1986,2769.71671,532.6246649,1,131,0,0,0,0,1,0,33
137,1798,5445.847934,905.4160051,30,63,1,0,0,0,0,0,14
35,3304,4209.43616,498.2150757,42,165,1,0,0,0,0,0,39
113,1406,1579.051739,463.860175,26,87,1,0,0,0,0,0,29
62,3156,5725.272713,298.4366283,44,138,1,0,0,0,0,0,16
49,98,1997.339865,545.0963602,2,151,0,0,0,0,1,0,31
70,1546,2628.908518,477.1622914,16,130,0,0,0,0,0,0,23
58,222,616.8593916,482.8676459,33,142,1,0,0,0,0,0,13
88,3121,1665.618934,301.5817556,42,112,1,0,0,0,0,0,41
24,2194,1362.900592,640.1739993,4,176,0,0,1,0,0,0,11
7,3737,6249.900992,270.122048,44,193,1,0,0,0,0,0,2
22,1357,1504.970639,805.8162004,3,178,0,0,0,0,1,0,35
40,3119,4786.094041,645.5416219,41,160,1,0,0,0,0,0,5
78,3608,2504.267708,1027.294768,3,122,0,0,0,0,1,0,5
32,1106,5257.921609,224.5956755,23,168,1,0,0,0,0,0,13
33,2156,4411.541602,77.26356981,25,167,1,0,0,0,0,0,40
59,2235,1280.777256,461.6361702,21,141,1,0,0,0,0,0,34
114,1471,1612.556108,821.4719537,44,86,1,0,0,0,0,0,43
109,3451,970.0140047,814.833887,30,91,1,0,0,0,0,0,1
109,2196,1683.323116,660.1768472,36,91,1,0,0,0,0,0,31
43,3860,1590.3334,924.7447197,35,157,1,0,0,0,0,0,27
146,1224,1713.089635,182.7473857,3,54,0,0,0,0,1,0,19
105,338,3785.408517,1026.993858,13,95,0,1,0,0,0,0,32
114,3158,1542.122072,568.6328371,14,86,0,1,0,0,0,0,43
117,1583,4693.163468,860.7817547,11,83,0,1,0,0,0,0,23
85,3547,4165.915821,135.8059137,21,115,1,0,0,0,0,0,6
47,3030,2517.996271,1023.57579,43,153,1,0,0,0,0,0,35
74,3870,4767.890771,960.9046033,39,126,1,0,0,0,0,0,25
7,497,3726.641584,329.7726662,40,193,1,0,0,0,0,0,42
92,2640,3465.071394,290.3937839,39,108,1,0,0,0,0,0,2
149,2351,6526.992329,457.355186,22,51,1,0,0,0,0,0,36
81,1472,3977.704142,934.0468871,40,119,1,0,0,0,0,0,44
114,540,3859.857766,598.0697603,6,86,0,0,0,0,0,1,14
45,2064,5716.330416,346.3546062,44,155,1,0,0,0,0,0,15
37,1411,2822.6731,889.4356988,43,163,1,0,0,0,0,0,32
63,3334,2429.084434,582.5828586,7,137,0,0,0,0,0,1,8
111,430,4669.129322,124.0937859,30,89,1,0,0,0,0,0,28
18,3731,3504.604953,972.718769,5,182,0,0,1,0,0,0,33
97,783,2328.090232,945.0623071,3,103,0,0,0,0,1,0,10
100,457,56.61989243,1007.265416,28,100,1,0,0,0,0,0,24
107,1357,3402.584962,1030.208339,27,93,1,0,0,0,0,0,34
87,2760,4295.770503,822.7426364,19,113,0,0,0,0,0,0,44
87,3625,5306.255711,357.2702955,16,113,0,0,0,0,0,0,3
130,2749,2726.738754,570.2539368,11,70,0,1,0,0,0,0,16
130,3782,3715.339319,993.2127879,30,70,1,0,0,0,0,0,44
61,330,604.2712456,496.5826314,43,139,1,0,0,0,0,0,14
31,3831,2269.768729,1079.411632,37,169,1,0,0,0,0,0,27
141,3283,1313.898383,698.9817289,12,59,0,1,0,0,0,0,34
84,2699,1182.656289,523.2689724,3,116,0,0,0,0,1,0,43
128,548,5205.002451,69.83049608,44,72,1,0,0,0,0,0,31
37,2896,5788.941347,230.3190992,34,163,1,0,0,0,0,0,1
99,524,4956.446731,632.4008266,22,101,1,0,0,0,0,0,19
137,620,1115.27573,346.8567022,44,63,1,0,0,0,0,0,20
22,1083,6485.152977,241.1186692,9,178,0,0,0,1,0,0,8
131,2873,1703.69888,52.31873543,2,69,0,0,0,0,1,0,20
143,1037,5033.363383,208.402264,42,57,1,0,0,0,0,0,44
146,2624,2857.405531,958.0292051,32,54,1,0,0,0,0,0,21
78,2217,2522.318423,635.4236068,38,122,1,0,0,0,0,0,17
87,3507,1263.003935,358.6252166,43,113,1,0,0,0,0,0,20
35,2194,5566.09312,39.52487453,44,165,1,0,0,0,0,0,38
49,26,740.2379582,877.0782252,41,151,1,0,0,0,0,0,10
30,1074,4672.791724,707.9100555,38,170,1,0,0,0,0,0,6
41,2974,1190.198364,136.1794182,27,159,1,0,0,0,0,0,36
56,1755,5383.885531,535.6044013,33,144,1,0,0,0,0,0,17
89,1666,3892.604856,1026.932237,35,111,1,0,0,0,0,0,22
113,3136,714.679821,938.3411362,9,87,0,0,0,1,0,0,13
137,2456,4958.858722,384.4110468,23,63,1,0,0,0,0,0,22
138,1030,2705.732328,857.5538218,13,62,0,1,0,0,0,0,24
72,295,1014.015494,132.9201385,5,128,0,0,1,0,0,0,28
18,3403,3169.699347,967.238193,25,182,1,0,0,0,0,0,11
143,3231,5167.600553,483.0049029,11,57,0,1,0,0,0,0,5
92,2553,6126.476558,616.2392801,14,108,0,1,0,0,0,0,41
138,2683,3343.878758,834.0167414,22,62,1,0,0,0,0,0,25
12,778,885.2000194,423.6216438,24,188,1,0,0,0,0,0,28
20,981,6195.351858,257.2666692,24,180,1,0,0,0,0,0,35
33,2510,6375.102456,412.8958497,31,167,1,0,0,0,0,0,14
116,1979,3316.787819,699.5079997,25,84,1,0,0,0,0,0,34
101,1851,4560.36183,143.3010878,14,99,0,1,0,0,0,0,21
23,1474,3852.317373,421.3670345,44,177,1,0,0,0,0,0,28
100,2797,523.0936683,2.199564523,27,100,1,0,0,0,0,0,30
13,3075,6293.818544,429.1906077,8,187,0,0,0,0,0,1,19
9,3218,2451.530917,854.0946019,43,191,1,0,0,0,0,0,31
75,3275,5632.996439,671.8574121,26,125,1,0,0,0,0,0,37
38,1712,2469.233251,405.7610112,12,162,0,1,0,0,0,0,27
140,805,5607.591476,205.9323715,24,60,1,0,0,0,0,0,11
104,307,3566.710523,38.92736759,43,96,1,0,0,0,0,0,44
61,765,5960.444876,144.302376,29,139,1,0,0,0,0,0,13
88,2521,2158.198599,549.1610523,37,112,1,0,0,0,0,0,17
72,30,6186.379634,505.551272,15,128,0,1,0,0,0,0,17
58,3380,2849.31565,1092.837338,17,142,0,0,0,0,0,0,34
33,2592,5077.837658,49.7963699,28,167,1,0,0,0,0,0,37
132,3007,1508.078409,1072.611972,40,68,1,0,0,0,0,0,33
129,529,3057.062069,871.6492282,33,71,1,0,0,0,0,0,10
83,3459,1579.824235,1039.939285,41,117,1,0,0,0,0,0,25
89,3629,5735.493398,124.3438333,15,111,0,1,0,0,0,0,20
33,1665,5217.526627,772.0489477,26,167,1,0,0,0,0,0,6
125,3699,3978.130148,293.2968268,5,75,0,0,1,0,0,0,26
48,454,1513.916823,108.4550833,31,152,1,0,0,0,0,0,35
7,2081,5282.659633,639.2314858,34,193,1,0,0,0,0,0,43
64,3253,517.1082129,1052.712098,4,136,0,0,1,0,0,0,34
71,2524,103.5234576,45.55438875,35,129,1,0,0,0,0,0,18
27,1631,6306.878188,29.71499594,17,173,0,0,0,0,0,0,12
80,1516,4324.105993,189.6480658,31,120,1,0,0,0,0,0,40
40,1574,3668.896318,919.8708981,5,160,0,0,1,0,0,0,14
76,675,4757.272595,691.6391745,1,124,0,0,0,0,1,0,6
133,2270,229.7028012,533.0607504,31,67,1,0,0,0,0,0,5
151,2857,5187.300767,411.5529525,23,49,1,0,0,0,0,0,21
18,1077,2798.418367,733.5733776,17,182,0,0,0,0,0,0,13
23,710,1779.661462,309.378598,10,177,0,0,0,1,0,0,15
91,686,5505.949222,1014.427682,27,109,1,0,0,0,0,0,2
121,1815,3164.158507,61.96536671,38,79,1,0,0,0,0,0,7
100,1272,4671.453443,499.4112293,28,100,1,0,0,0,0,0,5
6,2213,4594.678017,62.15934022,41,194,1,0,0,0,0,0,32
48,2703,4567.068002,614.4915119,39,152,1,0,0,0,0,0,4
32,2089,1611.116776,926.8493029,39,168,1,0,0,0,0,0,29
141,732,808.0495026,238.3748554,29,59,1,0,0,0,0,0,11
29,633,2237.613467,1035.370673,11,171,0,1,0,0,0,0,12
39,2897,4704.936528,418.8638925,39,161,1,0,0,0,0,0,27
99,2275,4286.179128,297.9999395,2,101,0,0,0,0,1,0,41
119,2310,6027.033203,720.244808,42,81,1,0,0,0,0,0,32
91,706,4860.170563,887.6655888,30,109,1,0,0,0,0,0,1
46,586,1528.97255,58.90839697,8,154,0,0,0,0,0,1,35
82,2109,3698.826094,49.10801973,3,118,0,0,0,0,1,0,18
27,592,3865.240285,1095.699394,17,173,0,0,0,0,0,0,39
132,1728,1614.759486,741.6467397,31,68,1,0,0,0,0,0,22
38,2193,3008.792524,730.0811071,19,162,0,0,0,0,0,0,5
26,2721,3984.366529,236.8615265,15,174,0,1,0,0,0,0,14
112,1443,49.36993391,418.7882613,24,88,1,0,0,0,0,0,23
35,1472,4242.719395,802.5547557,41,165,1,0,0,0,0,0,18
114,782,5957.760054,1030.039435,40,86,1,0,0,0,0,0,21
112,1143,1617.629934,965.216726,17,88,0,0,0,0,0,0,13
46,902,5090.678972,375.0856404,7,154,0,0,0,0,0,1,33
130,1651,4994.167,134.3557496,26,70,1,0,0,0,0,0,8
133,2969,195.1868202,910.0733759,38,67,1,0,0,0,0,0,29
143,2833,5820.621351,290.6111504,17,57,0,0,0,0,0,0,16
146,2058,2942.743875,251.2488687,33,54,1,0,0,0,0,0,44
138,620,4487.993252,1064.650746,18,62,0,0,0,0,0,0,33
82,1227,5076.141324,280.7145901,44,118,1,0,0,0,0,0,24
86,687,5286.00933,241.9771199,26,114,1,0,0,0,0,0,19
63,493,3466.940517,969.7673195,31,137,1,0,0,0,0,0,20
6,615,4391.09234,727.745905,36,194,1,0,0,0,0,0,31
40,3139,2925.944082,867.8187541,2,160,0,0,0,0,1,0,31
135,2097,4588.457591,688.4860416,18,65,0,0,0,0,0,0,10
22,2930,187.3854974,236.6626136,42,178,1,0,0,0,0,0,23
19,2273,3566.221937,1049.411932,3,181,0,0,0,0,1,0,21
86,3061,1736.101823,1047.431691,3,114,0,0,0,0,1,0,21
134,3266,4530.249918,383.5138091,12,66,0,1,0,0,0,0,10
79,1157,5643.183623,644.9915051,16,121,0,0,0,0,0,0,41
7,646,1210.63495,868.4094049,41,193,1,0,0,0,0,0,39
78,3624,6025.028865,12.56348521,14,122,0,1,0,0,0,0,21
137,3066,5779.512351,840.3485527,2,63,0,0,0,0,1,0,20
30,3816,3954.601283,612.0971454,19,170,0,0,0,0,0,0,7
68,2785,4165.026011,444.5623428,14,132,0,1,0,0,0,0,28
101,1619,6045.183805,1060.830709,31,99,1,0,0,0,0,0,44
42,1175,5581.869,480.3700322,26,158,1,0,0,0,0,0,18
40,2524,5965.662895,176.3676432,15,160,0,1,0,0,0,0,21
8,3558,1113.090091,161.4432454,26,192,1,0,0,0,0,0,33
126,1201,336.0495405,624.3938741,2,74,0,0,0,0,1,0,10
57,1722,3996.567239,277.3734371,42,143,1,0,0,0,0,0,10
88,402,5344.208182,320.7917919,43,112,1,0,0,0,0,0,35
121,2060,5024.488058,1008.101007,20,79,0,0,0,0,0,0,10
123,2321,4180.728931,712.1343625,36,77,1,0,0,0,0,0,15
89,2029,3146.076092,341.2378476,26,111,1,0,0,0,0,0,1
80,246,2506.948225,149.734274,34,120,1,0,0,0,0,0,36
84,1588,4732.574484,38.81446928,4,116,0,0,1,0,0,0,32
102,3842,1935.580612,138.3189599,37,98,1,0,0,0,0,0,13
105,1869,752.9819614,938.6580511,7,95,0,0,0,0,0,1,12
6,1020,6453.013694,257.2697747,27,194,1,0,0,0,0,0,31
20,988,131.9721816,271.579102,10,180,0,0,0,1,0,0,25
121,1511,459.7191477,961.1433784,19,79,0,0,0,0,0,0,40
86,1038,2936.262694,870.5231534,39,114,1,0,0,0,0,0,14
110,975,1948.686384,93.61698374,28,90,1,0,0,0,0,0,15
113,573,481.66568,971.0008116,40,87,1,0,0,0,0,0,25
54,2930,720.9976699,640.5869422,10,146,0,0,0,1,0,0,4
88,873,1803.120234,423.4243681,3,112,0,0,0,0,1,0,29
7,3112,1951.675407,47.31581745,39,193,1,0,0,0,0,0,28
73,297,4972.851829,966.5204055,5,127,0,0,1,0,0,0,13
105,2994,4363.658546,654.7496726,34,95,1,0,0,0,0,0,34
104,174,2579.67983,82.58132111,30,96,1,0,0,0,0,0,41
140,2869,5432.303224,711.8072894,42,60,1,0,0,0,0,0,3
1,1540,3230.346529,779.0767952,6,199,0,0,0,0,0,1,29
57,640,489.0863709,668.9723688,29,143,1,0,0,0,0,0,11
124,3302,1078.757269,886.2356631,7,76,0,0,0,0,0,1,2
140,2812,3859.263489,219.2344915,7,60,0,0,0,0,0,1,27
18,3691,195.9537497,859.9400687,27,182,1,0,0,0,0,0,32
119,609,3267.098429,1051.044202,6,81,0,0,0,0,0,1,27
52,3136,5891.290259,171.4375333,33,148,1,0,0,0,0,0,29
93,2775,3801.098134,601.9117478,12,107,0,1,0,0,0,0,42
79,1544,3329.084488,192.6634229,33,121,1,0,0,0,0,0,35
28,185,2428.863574,72.88513566,39,172,1,0,0,0,0,0,17
135,2743,2351.653178,1055.47316,36,65,1,0,0,0,0,0,10
1,3508,5899.153987,727.3276619,7,199,0,0,0,0,0,1,15
135,810,1112.026602,903.0279533,23,65,1,0,0,0,0,0,12
39,1412,4721.768129,650.4954378,11,161,0,1,0,0,0,0,16
77,370,1431.708247,1081.226421,20,123,0,0,0,0,0,0,36
8,1004,5534.01412,618.9517645,35,192,1,0,0,0,0,0,26
50,201,6378.39531,34.81527793,10,150,0,0,0,1,0,0,11
128,2217,4691.822351,953.0729624,35,72,1,0,0,0,0,0,10
21,2819,2609.197341,1028.605207,10,179,0,0,0,1,0,0,13
41,2457,4404.906594,6.234605937,19,159,0,0,0,0,0,0,43
107,2617,4371.04,933.9639243,32,93,1,0,0,0,0,0,23
88,2103,3671.343536,184.3621708,31,112,1,0,0,0,0,0,43
47,2673,5997.761844,491.3920186,29,153,1,0,0,0,0,0,26
118,298,3850.822764,630.6362863,38,82,1,0,0,0,0,0,35
94,740,2644.619409,58.49748896,24,106,1,0,0,0,0,0,23
